Concelho Datahora M* FG* Via,km,Natureza
Sabugal 2007:06:12 10:45:00 0 1 R FONTE,,Atropelamento peões
Sabugal 2007:08:28 13:15:00 0 1 EM551,,Despiste simples
Seia 2007:07:14 08:38:00 0 2 EN17,"82,600",Colisão frontal
Seia 2007:12:21 18:30:00 0 1 EN231,"39,600",Atropelamento peões
Seia,2007:08:14 02:55:00,0,2,EN231,"35,200",Despiste c/ col c/ veíc. imob/obst.
Seia,2007:11:15 02:15:00,0,1,EN231,"35,200",Despiste com capotamento
Seia,2007:10:24 11:50:00,0,1,EN231,"28,750",Colisão frontal
Seia,2007:06:24 22:20:00,0,1,EN339,"7,300",Despiste simples
Seia,2007:01:14 01:10:00,0,1,EM522,"2,100",Despiste com fuga
Concelho,Datahora,M,FG,,Via,km,Natureza
Seia,2007:06:30 07:30:00,0,2,EM508,,,Despiste c/ col c/ veíc. imob/obst.
Seia,2007:07:21 21:50:00,0,1,AV DR AFONSO COSTA,,,Col. c/ veíc./obst. f. rodagem
Seia,2007:07:22 00:30:00,0,3,AV MARQUES MARVILA,,,Colisão frontal
Seia,2007:09:07 23:30:00,0,2,AV AFONSO COSTA,,,Despiste c/ transp. disp. ret. lateral
Seia,2007:09:26 08:55:00,1,0,Estrada Municipal,,,Despiste c/ col c/ veíc. imob/obst.
Trancoso,2007:04:19 15:10:00,0,3,EN102,,"120,400",Colisão com outras situações
Trancoso,2007:08:03 04:15:00,1,0,EN226,,"86,850",Despiste simples
Trancoso,2007:10:05 20:30:00,0,2,EN226,,"84,900",Col. lat. c/ outro veíc. mov.
Trancoso,2007:03:21 23:40:00,0,3,EN226,,"83,500",Col. lat. c/ outro veíc. mov.
Trancoso,2007:07:11 19:05:00,1,0,EN226,,"80,550",Despiste simples
Trancoso,2007:06:15 09:20:00,1,0,EN226,,"76,750",Atropelamento peões
Trancoso,2007:05:12 17:50:00,0,1,EN226,,"72,020",Despiste c/ col c/ veíc. imob/obst.
Trancoso,2007:05:25 12:34:00,1,1,EM600,,,Despiste com capotamento
Trancoso,2007:05:31 09:05:00,0,1,EM600,,,Despiste com capotamento
V. N. de Foz Côa,2007:04:02 16:00:00,0,1,EN222,,"190,555",Col. lat. c/ outro veíc. mov.
V. N. de Foz Côa,2007:09:19 06:30:00,0,1,EN102,,"80,240",Col. tras. c/ outro veíc. mov.
V. N. de Foz Côa,2007:02:22 18:20:00,0,2,EN324,,"32,300",Col. c/ veíc./obst. f. rodagem
V. N. de Foz Côa,2007:02:20 15:40:00,0,1,R ESTRADA NOVA,,,Atropelamento peões
V. N. de Foz Côa,2007:09:09 12:30:00,1,1,EM611,,,Despiste simples
Seia,2007:06:30 07:30:00,0,2,EM508,,,Despiste c/ col c/ veíc. imob/obst.
Seia,2007:07:21 21:50:00,0,1,AV DR AFONSO COSTA,,,Col. c/ veíc./obst. f. rodagem
Seia,2007:07:22 00:30:00,0,3,AV MARQUES MARVILA,,,Colisão frontal
Seia,2007:09:07 23:30:00,0,2,AV AFONSO COSTA,,,Despiste c/ transp. disp. ret. lateral
Seia,2007:09:26 08:55:00,1,0,Estrada Municipal,,,Despiste c/ col c/ veíc. imob/obst.
Trancoso,2007:04:19 15:10:00,0,3,EN102,,"120,400",Colisão com outras situações
Trancoso,2007:08:03 04:15:00,1,0,EN226,,"86,850",Despiste simples
Trancoso,2007:10:05 20:30:00,0,2,EN226,,"84,900",Col. lat. c/ outro veíc. mov.
Trancoso,2007:03:21 23:40:00,0,3,EN226,,"83,500",Col. lat. c/ outro veíc. mov.
Trancoso,2007:07:11 19:05:00,1,0,EN226,,"80,550",Despiste simples
Trancoso,2007:06:15 09:20:00,1,0,EN226,,"76,750",Atropelamento peões
Trancoso,2007:05:12 17:50:00,0,1,EN226,,"72,020",Despiste c/ col c/ veíc. imob/obst.
Trancoso,2007:05:25 12:34:00,1,1,EM600,,,Despiste com capotamento
Trancoso,2007:05:31 09:05:00,0,1,EM600,,,Despiste com capotamento
V. N. de Foz Côa,2007:04:02 16:00:00,0,1,EN222,,"190,555",Col. lat. c/ outro veíc. mov.
V. N. de Foz Côa,2007:09:19 06:30:00,0,1,EN102,,"80,240",Col. tras. c/ outro veíc. mov.
V. N. de Foz Côa,2007:02:22 18:20:00,0,2,EN324,"32,300",Col. c/ veíc./obst. f. rodagem
V. N. de Foz Côa,2007:02:20 15:40:00,0,1,R ESTRADA NOVA,,Atropelamento peões
V. N. de Foz Côa,2007:09:09 12:30:00,1,1,EM611,,Despiste simples
