Concelho,Datahora,M*,FG*,,Via,km,Natureza
Lagoa,2010-10-12 19:30,1,0,EN125,"43,200",Despiste simples
Lagoa,2010-08-11 03:38,1,0,EN125,"46,600",Despiste simples
Lagoa,2010-12-18 11:13,0,1,A22,"29,900",Despiste simples
Lagoa,2010-07-25 03:50,0,1,Estrada Municipal,,Colisão lat. c/outro veíc. mov.
Lagoa,2010-11-27 03:50,0,1,EN124-1,"10,200",Despiste c/col. c/veíc. imobil./obst.
Lagoa,2010-03-10 23:30,2,0,A22,"25,960",Despiste com capotamento
Lagoa,2010-06-04 16:35,0,1,URB ROCHA BRAVA,,Atropelamento de peões
Lagos,2010-04-09 09:15,0,1,Estrada da Atalaia,,Despiste s/ disp. retenção
Lagos,2010-03-24 11:35,0,1,Estrada da Meia-Praia,,Atropelamento de peões
Lagos,2010-01-04 17:15,1,0,Rua Fernão Vilarinho,,Despiste c/col. c/veíc. imobil./obst.
Lagos,2010-03-14 01:50,0,1,EM535,,Despiste simples
Lagos,2010-01-21 23:00,0,1,EN125,"19,150",Colisão tras. c/ outro veíc. mov.
Lagos,2010-01-21 20:20,0,1,EN120,"169,180",Colisão com fuga
Lagos,2010-08-23 16:20,0,1,Rua Dr. António G. Telo,,Colisão lat. c/outro veíc. mov.
Lagos,2010-11-17 09:05,1,1,EN120,"126,900",Colisão lat. c/outro veíc. mov.
Lagos,2010-12-02 02:15,0,1,Rotunda da Caravela,,Despiste c/col. c/veíc. imobil./obst.
Lagos,2010-08-02 18:25,0,1,Rua Hospital S. João Deus,,Atropelamento de peões
Lagos,2010-08-15 05:45,1,0,EN120,"163,910",Despiste com capotamento
Lagos,2010-08-22 00:05,0,1,EN120,"163,200",Despiste c/col. c/veíc. imobil./obst.
Lagos,2010-08-04 06:40,0,1,EN125,"27,200",Despiste com capotamento
Lagos,2010-08-08 17:30,0,2,EN125-9,,,Despiste simples
Lagos,2010-09-25 08:12,0,1,Estrada Meia Praia,,,Colisão lat. c/outro veíc. mov.
Lagos,2010-09-04 14:50,0,1,Avenida da República,,,Atropelamento de peões
Lagos,2010-09-03 20:10,0,1,Sítio da Ponte,,,Colisão lat. c/outro veíc. mov.
Lagos,2010-07-24 12:40,0,1,EM535,,,Colisão lat. c/outro veíc. mov.
Lagos,2010-06-28 11:20,0,1,Av. D. João II,,,Colisão c/veic./obstá. f. rodagem
Lagos,2010-04-11 19:15,0,1,Rua Frederico Rato,,,Atropelamento de peões
Loulé,2010-12-07 13:05,0,1,EN125,,"86,200",Colisão tras. c/ outro veíc. mov.
Loulé,2010-02-12 19:00,0,1,AV MOTA PINTO,,,Atropelamento de peões
Loulé,2010-09-17 06:45,1,0,EN396,,"18,700",Despiste c/col. c/veíc. imobil./obst.
Loulé,2010-06-03 21:00,0,1,EN125,,"85,100",Colisão lat. c/outro veíc. mov.
Loulé,2010-04-02 11:20,0,1,EN125,,"81,160",Despiste c/col. c/veíc. imobil./obst.
Loulé,2010-06-13 19:00,0,1,EM521,,"2,900",Despiste simples
Loulé,2010-06-23 02:30,0,1,R DO EMIGRANTE,,,Despiste simples
Loulé,2010-06-26 17:30,1,0,EN396,,"11,600",Colisão frontal
Loulé,2010-10-06 13:30,0,1,EN396,,"21,900",Colisão lat. c/outro veíc. mov.
Loulé,2010-01-24 18:15,1,0,EN396,,"7,300",Despiste s/ disp. retenção
Loulé,2010-08-05 09:00,0,1,EM526,,"2,050",Colisão frontal
Loulé,2010-04-08 19:50,0,1,R ASCENSAO GUIMARAES,,,Atropelamento de peões
Loulé,2010-08-12 02:00,0,1,Estrada Municipal,,,Colisão frontal
Loulé,2010-10-18 05:50,1,0,EM521,,,Colisão lat. c/outro veíc. mov.
Loulé,2010-10-20 17:30,0,1,EN396,,"2,900",Despiste simples
Loulé,2010-03-16 08:30,0,1,EN396,,"15,000",Colisão frontal
Loulé,2010-07-29 18:30,0,1,Estrada Municipal,,,Colisão lat. c/outro veíc. mov.
Loulé,2010-01-14 14:12,0,1,EM1305,,,Atropelamento de peões
Loulé,2010-09-05 11:20,0,1,A22,,"72,800",Despiste com capotamento
Loulé,2010-09-01 03:05,0,1,EM525,,"9,600",Despiste c/col. c/veíc. imobil./obst.
Loulé,2010-07-22 18:00,0,1,EN125,,"77,600",Colisão com fuga
Loulé,2010-07-16 08:36,1,0,EN125,,"87,400",Despiste com capotamento
Loulé,2010-07-15 17:25,1,0,EST VALE JUDEU,,,Despiste com capotamento
Loulé,2010-07-12 19:30,0,1,ROTUNDA DO CICLISTA,,,Colisão lat. c/outro veíc. mov.
Loulé,2010-05-30 22:20,0,1,EN396,,"11,400",Atropelamento de peões
Loulé,2010-05-30 05:45,0,1,EN125-4,,"6,600",Despiste simples
Loulé,2010-01-22 18:45,1,0,AV CERRO VILA,,,Atropelamento de peões
Loulé,2010-04-27 23:50,0,1,R PATRAO LOPES,,,Colisão frontal
Loulé,2010-03-13 07:00,0,3,EN270,,"36,900",Despiste simples
Loulé,2010-04-14 15:05,1,0,A22,,"74,000",Despiste simples
Loulé,2010-05-27 14:15,0,1,Estrada Municipal,,,Colisão com fuga
Loulé,2010-09-07 23:30,0,2,EN396,,"23,700",Atropelamento de peões
Monchique,2010-05-01 21:00,1,0,EN266,,"53,000",Colisão tras. c/ outro veíc. mov.
Monchique,2010-06-29 09:03,0,1,EN267,,"22,900",Despiste simples
Monchique,2010-10-31 15:00,0,1,EN266,,"46,260",Despiste simples
Monchique,2010-10-15 18:00,0,1,EN267,,,Atropelamento de peões
Monchique,2010-10-20 17:30,0,1,Estrada Municipal,,,Colisão frontal
Monchique,2010-09-05 21:20,0,1,EN266,,"54,100",Despiste simples
Olhão,2010-03-31 23:50,0,1,EM516,,,Despiste com capotamento
Olhão,2010-12-17 17:25,0,1,Rua Diário de Noticias,,,Atropelamento de peões
Olhão,2010-02-06 04:45,1,0,Estrada Municipal,,,Despiste simples
Olhão,2010-05-16 06:30,0,1,EN125,,"110,900",Despiste com capotamento
Olhão,2010-07-04 10:32,0,1,EN398,,"6,900",Colisão frontal
Olhão,2010-07-04 10:30,0,1,EN398,,"7,100",Atropelamento de peões
Olhão,2010-07-20 17:30,0,2,EN398,,"7,000",Atropelamento de peões
Olhão,2010-08-08 12:30,1,0,EM - Estrada Municipal,,,Despiste s/ disp. retenção
Olhão,2010-08-12 02:00,0,1,EM - Estrada Municipal,,,Despiste simples
Olhão,2010-08-29 21:45,0,1,EN125,,"122,300",Atropelamento de peões
Olhão,2010-07-31 17:40,0,1,A22,,"88,800",Despiste com capotamento
Olhão,2010-09-29 05:50,1,0,EN125,,"110,650",Despiste c/col. c/veíc. imobil./obst.
Olhão,2010-09-14 10:05,0,1,EN125,,"111,500",Colisão lat. c/outro veíc. mov.
Olhão,2010-12-15 20:30,1,0,EN125,,,Atropelamento de peões
Olhão,2010-12-22 18:15,1,0,EN125,,"117,200",Colisão frontal
Olhão,2010-03-30 16:35,1,0,EM516-2,,,Despiste s/ disp. retenção
Portimão,2010-02-28 19:55,0,1,Ac. Túnel das Cardosas,,,Despiste com capotamento
Portimão,2010-11-22 17:30,0,1,AV. OLIMPÍADAS,,,Colisão com outras situações
Portimão,2010-03-27 16:20,1,0,A22,,"12,300",Despiste simples
"",,,,Av. Dr. Francisco Sá,,,
Portimão,2010-06-03 17:00,0,1,,,,Atropelamento de peões
"",,,,Carneiro,,,
Portimão,2010-04-14 18:30,0,1,EM2667,,"56,000",Colisão frontal
Portimão,2010-06-22 17:40,0,1,Estrada de Alvor,,,Atropelamento com fuga
Portimão,2010-05-07 10:04,0,1,Avenida V6,,,Atropelamento de peões
Portimão,2010-02-27 10:30,0,1,EM531-1,,,Despiste c/col. c/veíc. imobil./obst.
Portimão,2010-05-15 17:40,0,1,Rua D. Martinho C. Branco,,,Colisão frontal
Portimão,2010-07-15 02:30,0,1,Estrada de Alvor,,,Despiste s/ disp. retenção
Portimão,2010-03-21 16:30,0,1,Rua 1 Boavista,,,Despiste s/ disp. retenção
Portimão,2010-05-20 15:25,2,0,EN125,,"38,800",Colisão lat. c/outro veíc. mov.
Portimão,2010-03-02 15:30,0,1,Avenida do Brasil,,,Colisão lat. c/outro veíc. mov.
Portimão,2010-05-30 08:55,0,1,EN125,,"43,000",Colisão frontal
Portimão,2010-07-18 00:15,1,1,EN125,,"37,000",Despiste s/ disp. retenção
Portimão,2010-07-21 13:30,0,1,EN125,,,Colisão lat. c/outro veíc. mov.
Portimão,2010-06-25 20:00,0,1,EM531-1,,"3,900",Colisão tras. c/ outro veíc. mov.
Portimão,2010-08-11 12:20,0,1,EN125,,"36,450",Colisão c/veic./obstá. f. rodagem
Portimão,2010-08-22 22:00,0,1,EN125,,"40,850",Colisão frontal
Portimão,2010-10-28 11:00,0,1,AV. Zeca Afonso,,,Atropelamento de peões
Portimão,2010-10-29 19:00,0,2,Estrada da Rocha,,,Atropelamento de peões
Portimão,2010-07-30 18:00,0,1,CR. ALTO GOLF CLUB,,,Colisão frontal
Portimão,2010-04-15 22:15,0,1,Rua do Moleiro,,,Colisão com outras situações
São Brás de Alportel,2010-05-29 18:08,0,1,CABEÇA DO VELHO,,,Despiste simples
São Brás de Alportel,2010-01-22 21:05,1,0,EM514,,,Colisão frontal
São Brás de Alportel,2010-07-17 18:31,0,1,EN270,,"46,350",Colisão lat. c/outro veíc. mov.
Silves,2010-04-24 18:10,1,0,EN269,,"5,300",Despiste com capotamento
Silves,2010-03-05 15:45,0,1,EM528,,,Colisão frontal
Silves,2010-05-06 01:45,0,1,EST DA TORRE,,,Colisão tras. c/ outro veíc. mov.
Silves,2010-05-30 12:10,0,2,EM510,,,Colisão lat. c/outro veíc. mov.
Silves,2010-07-03 02:35,0,1,EN124,,"25,100",Despiste com capotamento
Silves,2010-07-14 07:20,1,1,IC1,,"703,400",Colisão frontal
Silves,2010-07-20 00:45,0,1,EM526-1,,,Despiste c/col. c/veíc. imobil./obst.
Silves,2010-11-26 21:05,0,1,EN124,,,Atropelamento de peões
Silves,2010-06-04 15:50,0,1,Estrada Municipal,,,Despiste simples
Silves,2010-06-24 17:15,0,1,EN270,,"1,200",Despiste com capotamento
Silves,2010-06-25 15:20,0,2,EM529,,,Colisão frontal
Silves,2010-08-05 15:45,1,2,IC1,,"718,700",Colisão frontal
Silves,2010-08-11 21:15,0,1,EN124,,"18,500",Atropelamento de peões
Silves,2010-07-25 01:10,0,1,EN124,,"40,250",Despiste simples
Silves,2010-09-24 06:50,1,0,IC1,,"733,500",Colisão frontal
Silves,2010-09-25 22:00,1,0,Estrada Municipal,,,Despiste simples
Silves,2010-10-03 00:15,1,1,EN269-2,,"0,200",Despiste com capotamento
Silves,2010-10-07 06:55,2,0,IC1,,"709,100",Colisão lat. c/outro veíc. mov.
Silves,2010-10-16 20:10,0,1,EN124,,"18,500",Atropelamento de peões
Silves,2010-10-26 08:50,0,1,Estrada Municipal,,,Colisão frontal
Silves,2010-04-05 06:51,0,1,Estrada Municipal,,,Atropelamento de peões
Silves,2010-01-03 14:08,0,1,Estrada Municipal,,,Atropelamento de peões
Silves,2010-01-18 16:00,0,1,EN125,,"58,600",Atropelamento de peões
Silves,2010-07-21 18:30,0,1,TRAS. PQ.CAM. ARMAÇÃO,,,Despiste c/col. c/veíc. imobil./obst.
Tavira,2010-04-11 09:30,1,0,Outra Via,,,Despiste com capotamento
Tavira,2010-05-14 22:30,0,1,EN125,,"129,650",Colisão lat. c/outro veíc. mov.
Tavira,2010-07-18 04:00,0,2,EN125,,,Despiste s/ disp. retenção
Tavira,2010-07-10 10:30,0,3,EN398,,"14,500",Colisão lat. c/outro veíc. mov.
Tavira,2010-07-14 11:20,0,1,EM508,,,Despiste simples
Tavira,2010-12-14 19:23,1,0,EN125,,"130,100",Colisão tras. c/ outro veíc. mov.
Tavira,2010-09-28 13:15,1,0,PQ RESIDENCIAL,,,Atropelamento de peões
Tavira,2010-12-11 18:25,1,0,Rua Bombeiros Municipais,,,Atropelamento de peões
Tavira,2010-11-05 14:55,0,1,Rotunda dos Bombeiros,,,Colisão com outras situações
Tavira,2010-12-01 04:00,2,0,EN125,,"135,900",Despiste c/col. c/veíc. imobil./obst.
Tavira,2010-08-23 19:30,0,1,EN397,,"39,000",Desp. c/transp.disp. ret. lateral
V. R. Sto. António,2010-04-29 18:40,0,1,Rua Cândido dos Reis,,,Colisão lat. c/outro veíc. mov.
V. R. Sto. António,2010-04-25 00:30,1,0,EM511,,,Colisão frontal
V. R. Sto. António,2010-02-08 16:00,1,0,R PALMEIRA,,,Colisão com outras situações
V. R. Sto. António,2010-07-07 16:20,0,1,Av. Bombeiros Portugueses,,,At r o  p  e  l a  me  n  t od  ep  e  õ  e  s
V. R. Sto. António,2010-08-30 08:45,1,1,A22,,"127,950",Despiste com capotamento
Vila do Bispo,2010-07-31 05:50,1,0,R LUIS DE CAMOES,,,Despiste c/col. c/veíc. imobil./obst.
Vila do Bispo,2010-08-14 01:45,0,1,EST DA FORTALEZA,,,Atropelamento com fuga
"",,54,177,,,,
