"",Concelho,Datahora,M,FG,Via,Km,Natureza
Celorico de Basto,,28-12-2011 05:40,0,1,-,-,Despiste com capotamento,
Celorico de Basto,,02-07-2011 16:30,1,0,EM616-1,-,Colisão frontal,
Celorico de Basto,,15-08-2011 04:00,0,1,EN206,"62,800",Despiste com capotamento,
Celorico de Basto,,20-03-2011 16:50,1,0,EN304,"124,913",Colisão lateral com outro veículo em mov...,
Celorico de Basto,,17-10-2011 19:30,0,1,LUGAR DE QUINTE...,-,Colisão lateral com outro veículo em mov...,
Esposende,,23-10-2011 09:00,1,0,A11,"1,900",Despiste com transposição do dispositivo...,
Esposende,,12-05-2011 07:15,0,1,A28,"55,700",Colisão traseira com outro veículo em m...,
Esposende,,20-07-2011 22:10,0,1,AV ENG EDUARDO...,-,Colisão lateral com outro veículo em mov...,
Esposende,,24-08-2011 16:40,1,0,EN103,"4,500",Despiste simples,
Esposende,,15-11-2011 12:50,0,1,EN103,"6,900",Despiste simples,
Esposende,,17-06-2011 11:10,1,0,EN103-1,"10,650",Atropelamento de peões,
Esposende,,10-07-2011 12:50,0,1,EN13,"37,500",Colisão frontal,
Esposende,,22-03-2011 00:35,0,1,EN13,"50,500",Colisão frontal,
Esposende,,19-06-2011 10:40,0,1,LUGAR PARDINHEI...,-,Despiste com capotamento,
Esposende,,13-05-2011 14:30,0,1,R PADRE CANDID...,-,Despiste com transposição do dispositivo...,
Fafe,,27-05-2011 18:10,0,2,CAMINHO MUNICI...,-,Colisão frontal,
Fafe,,09-06-2011 19:00,0,1,EN206,"62,450",Colisão frontal,
Fafe,,16-04-2011 22:10,0,1,R BOMBEIROS VOL...,-,Colisão frontal,
Fafe,,21-09-2011 21:30,0,1,R D AFONSO HENR...,-,Despiste sem dispositivo de retenção,
Fafe,,07-10-2011 15:40,1,0,R D PEDRO V,-,Despiste com capotamento,
Fafe,,16-10-2011 00:05,0,2,R DA CASTANHEIRA,-,Despiste sem dispositivo de retenção,
Fafe,,27-05-2011 21:00,0,1,R DAS ANTAS,-,Colisão com outras situações,
Fafe,,21-04-2011 12:10,0,1,R DAS ANTAS L 4,-,Atropelamento de peões,
Fafe,,21-03-2011 16:00,0,1,R DE RIBADAIS,-,Colisão com outras situações,
Fafe,,03-04-2011 09:15,0,1,R JOAO CRISOSTO...,-,Atropelamento de peões,
Fafe,,24-01-2011 10:10,0,1,R MONSENHOR V ...,-,Atropelamento de peões,
Fafe,,23-11-2011 21:09,0,1,URBANA,-,Despiste simples,
Guimaraes,,02-06-2011 19:15,0,1,Alameda dos Desp...,-,Colisão traseira com outro veículo em m...,
Guimaraes,,19-08-2011 16:50,1,1,ALBANO MARTINS ...,-,Atropelamento de peões,
Guimaraes,,20-06-2011 17:51,0,1,Avenida de S. Gon...,-,Atropelamento de peões,
Guimaraes,,21-10-2011 09:37,0,1,Avenida Na Sra da ...,-,Atropelamento de peões,
Guimaraes,,30-05-2011 19:20,1,0,CIRGUIMARA,"113,000",Atropelamento de peões,
Guimaraes,,14-02-2011 10:30,1,0,CIRGUIMARA,-,Colisão choque em cadeia,
Guimaraes,,12-03-2011 13:10,0,1,EN101,"100,720",Colisão lateral com outro veículo em mov...,
Guimaraes,,17-03-2011 13:10,0,1,EN105,"34,000",Colisão frontal,
Guimaraes,,19-09-2011 13:55,0,1,EN105,"41,400",Atropelamento de peões,
"",,-,-,-,-,-,-,
Guimaraes,19-11-2011 02:50,0,1,EN105,,"44,000",Despiste sem dispositivo de retenção
Guimaraes,08-10-2011 06:00,1,2,EN206,,"34,000",Despiste simples
Guimaraes,04-08-2011 01:00,0,1,EN206,,"38,250",Colisão lateral com outro veículo em mov...
Guimaraes,30-07-2011 21:50,0,1,EN310,,"10,000",Atropelamento de peões
Guimaraes,30-07-2011 06:50,1,0,EN310,,"11,900",Atropelamento de peões
Guimaraes,02-08-2011 19:40,0,1,Largo Nossa Senho...,,-,Despiste com capotamento
Guimaraes,20-06-2011 07:55,0,1,R 1o MAIO - BRIT...,,-,Atropelamento de peões
Guimaraes,22-09-2011 17:50,0,1,R DAS SENHORAS ...,,-,Despiste com capotamento
Guimaraes,07-08-2011 15:30,1,0,R DE OLEIROS,,-,Despiste simples
Guimaraes,09-10-2011 17:05,1,0,R DE S MARTINHO,,-,Despiste simples
Guimaraes,12-10-2011 10:30,0,1,R GENERAL HUMB...,,-,Colisão lateral com outro veículo em mov...
Guimaraes,07-10-2011 21:45,0,1,R LAURINDA FERR...,,-,Atropelamento de peões
Guimaraes,06-11-2011 22:00,0,1,R NOSSA SRA DA ...,,-,Atropelamento de peões
Guimaraes,03-04-2011 01:15,1,0,R PADRE ANTONI...,,-,Atropelamento de peões
Guimaraes,17-12-2011 22:10,0,1,R PADRE ANTONI...,,-,Colisão frontal
Guimaraes,25-05-2011 18:45,0,1,R REITOR JOAQUI...,,-,Atropelamento de peões
Guimaraes,10-12-2011 19:35,0,2,R S JOÃO BATISTA,,-,Atropelamento de peões
Guimaraes,07-08-2011 01:30,0,1,R S MARTINHO - S...,,-,Colisão lateral com outro veículo em mov...
Guimaraes,25-09-2011 02:25,0,1,R S TOME,,-,Colisão frontal
Guimaraes,07-09-2011 23:40,0,1,R SRA DOS MONTES,,-,Despiste sem dispositivo de retenção
Guimaraes,17-01-2011 18:45,0,1,R STA MARTA,,-,Atropelamento de peões
Guimaraes,21-12-2011 18:40,0,1,Rodovia de Covas ...,,-,Colisão lateral com outro veículo em mov...
Guimaraes,11-10-2011 18:30,0,1,Rodovia de Covas ...,,-,Atropelamento de peões
Guimaraes,16-06-2011 12:50,0,1,Rua 14o de Dezem...,,-,Despiste com dispositivo de retenção
Guimaraes,25-01-2011 17:10,0,1,Rua 24 de Junho fr...,,-,Atropelamento de peões
Guimaraes,23-09-2011 22:45,0,1,Rua António da Co...,,-,Atropelamento de peões
Guimaraes,21-11-2011 18:10,0,1,Rua Comandante J...,,-,Atropelamento de peões
Guimaraes,31-10-2011 21:00,0,2,Rua de Belos Ares ...,,-,Colisão com veiculo ou obstáculo na faix...
Guimaraes,16-10-2011 14:00,0,1,Rua dos Encados 1...,,-,Colisão com veiculo ou obstáculo na faix...
Guimaraes,11-10-2011 17:45,0,1,Rua Moura Machad...,,-,Atropelamento de peões
Guimaraes,08-01-2011 19:00,1,0,RUA PADRE SILVA ...,,-,Atropelamento de peões
Guimaraes,11-05-2011 17:37,0,1,Rua Portelinha dos...,,-,Despiste sem dispositivo de retenção
Guimaraes,18-07-2011 14:00,0,1,Rua Santa Eulália 1...,,-,Atropelamento de peões
Guimaraes,11-07-2011 03:05,1,0,VIM,,"8,500",Despiste com dispositivo de retenção
Vieira do Minho,14-04-2011 08:20,0,1,AV JOAO DA TORRE,,-,Atropelamento de peões
Vieira do Minho,05-01-2011 20:30,0,1,AVa IMACULADA C...,,-,Atropelamento com fuga
Vieira do Minho,21-04-2011 13:45,0,1,LUGAR DE VILELA,,-,Colisão frontal
Vieira do Minho,08-07-2011 14:00,0,1,R PADRE JOSÉ CA...,,-,Atropelamento de peões
Vila Nova de Famalicao,25-06-2011 22:10,0,2,A3,,"30,180",Colisão traseira com outro veículo em m...
Vila Nova de Famalicao,21-06-2011 19:30,0,1,A3,,"31,425",Despiste com capotamento
Vila Nova de Famalicao,23-10-2011 23:35,0,2,A3,,"31,675",Colisão com veiculo ou obstáculo na faix...
Vila Nova de Famalicao,31-03-2011 07:35,0,1,A3,,"34,360",Despiste com colisão com veículo imobil. ...
Vila Nova de Famalicao,08-08-2011 22:40,0,1,A3,,"35,325",Despiste com capotamento
Vila Nova de Famalicao,08-12-2011 16:10,0,2,A7,,"20,195",Colisão frontal
Vila Nova de Famalicao,05-01-2011 15:10,0,1,A7,,"27,425",Despiste com capotamento
Vila Nova de Famalicao,06-08-2011 03:30,0,1,A7,,"27,607",Despiste com colisão com veículo imobil. ...
Vila Nova de Famalicao,24-03-2011 14:15,0,1,AV 13 DE MAIO - V...,,-,Despiste com capotamento
Vila Nova de Famalicao,26-12-2011 19:45,0,1,AV DO EMIGRANTE,,-,Atropelamento de peões
Vila Nova de Famalicao,24-12-2011 07:50,0,1,AV DR ENGo ANGE...,,-,Despiste com colisão com veículo imobil. ...
Vila Nova de Famalicao,06-02-2011 12:10,0,1,AV PADRE DR MAR...,,-,Colisão lateral com outro veículo em mov...
Vila Nova de Famalicao,07-02-2011 14:45,0,2,AV STA MARIA,,-,Despiste simples
Vila Nova de Famalicao,13-09-2011 20:36,0,1,Avenida do Brasil 1...,,-,Atropelamento de peões
Vila Nova de Famalicao,27-04-2011 15:00,0,1,Avenida Marechal ...,,-,Atropelamento de peões
Vila Nova de Famalicao,08-02-2011 08:05,1,0,EN14,,"21,000",Colisão lateral com outro veículo em mov...
Vila Nova de Famalicao,27-06-2011 23:45,0,1,EN14,,"32,830",Atropelamento de peões
Vila Nova de Famalicao,21-11-2011 18:05,0,1,EN14,,"33,500",Atropelamento de peões
Vila Nova de Famalicao,20-06-2011 14:30,0,1,EN14,,"36,632",Colisão lateral com outro veículo em mov...
Vila Nova de Famalicao,19-08-2011 20:45,1,0,EN204,,"41,030",Colisão lateral com outro veículo em mov...
Vila Nova de Famalicao,12-02-2011 14:15,0,1,EN206,,"15,850",Atropelamento de peões
Vila Nova de Famalicao,10-09-2011 16:30,0,1,EN206,,"25,300",Colisão lateral com outro veículo em mov...
Vila Nova de Famalicao,10-07-2011 18:40,0,1,EN206,,"25,600",Despiste com capotamento
Vila Nova de Famalicao,19-11-2011 13:45,1,0,EN206,,"30,658",Atropelamento de peões
Vila Nova de Famalicao,14-09-2011 11:40,0,1,EN309,,"22,100",Colisão frontal
Vila Nova de Famalicao,04-02-2011 14:40,1,0,R DA IGREJA - FRA...,,-,Atropelamento de peões
Vila Nova de Famalicao,21-12-2011 19:29,1,0,R DAS BARRADINH...,,-,Despiste com capotamento
Vila Nova de Famalicao,28-08-2011 00:10,0,1,R DR FRANCISCO ...,,-,Colisão lateral com outro veículo em mov...
"",-,-,-,-,,-,-
Vila Nova de Famalicao,02-08-2011 18:10,0,1,R JOAQUIM CAMP...,-,Atropelamento de peões
Vila Nova de Famalicao,05-03-2011 07:15,1,0,Rua Alberto Sampa...,-,Atropelamento de peões
Vila Nova de Famalicao,10-06-2011 20:05,0,1,Rua do Sol 225,-,Atropelamento de peões
Vila Nova de Famalicao,08-10-2011 15:50,0,1,Rua Sobre Seara 395,-,Colisão lateral com outro veículo em mov...
Vila Verde,08-12-2011 12:43,1,0,AV CRUTO SOBRAL,-,Atropelamento de peões
Vila Verde,13-08-2011 13:45,0,2,EM541,"1,200",Colisão frontal
Vila Verde,10-05-2011 15:30,1,0,EM548,-,Despiste simples
Vila Verde,05-08-2011 19:20,0,1,EN101,"81,000",Atropelamento de peões
Vila Verde,13-10-2011 15:15,0,1,EN101,"81,390",Colisão lateral com outro veículo em mov...
Vila Verde,08-03-2011 02:30,1,2,EN201,"49,150",Despiste com colisão com veículo imobil. ...
Vila Verde,21-05-2011 22:45,1,4,EN205,"38,250",Colisão lateral com outro veículo em mov...
Vila Verde,12-04-2011 14:00,0,1,EN205,"38,400",Colisão frontal
Vila Verde,23-08-2011 20:00,1,0,LUG DE ALCAIDE,-,Colisão traseira com outro veículo em m...
Vila Verde,26-09-2011 10:55,1,0,LUG DE CACHADA,-,Despiste com capotamento
Vila Verde,07-10-2011 18:40,1,0,LUGAR DA CRUZ,-,Colisão lateral com outro veículo em mov...
Vila Verde,20-01-2011 16:00,0,1,LUGAR DE ROÇAD...,-,Despiste simples
Vila Verde,09-06-2011 21:30,0,1,R COMBATENTES ...,-,Colisão lateral com outro veículo em mov...
Vizela,14-05-2011 22:45,0,1,R DA TRANCOSA,-,Colisão lateral com outro veículo em mov...
Vizela,04-09-2011 16:15,0,1,R DE FELGUEIRAS,-,Colisão frontal
Vizela,23-10-2011 04:50,1,1,R DE FELGUEIRAS,-,Colisão lateral com outro veículo em mov...
"",-,-,-,-,-,-
