"",,
11. Listagem dos acidentes com mortos e/ou feridos graves,,
"",,
Concelho Datahora M* FG* Via,km,Natureza
"Évora 2007:01:10 15:40:00 1 0 FRANCISCO VARELA",,Col. lat. c/ outro veíc. mov.
COSTA,,
"Évora 2007:02:19 23:30:00 0 1 R HORTA DAS FIGUEIRAS",,Colisão frontal
"Évora 2007:02:20 18:25:00 0 1 AV S SEBASTIÃO",,Col. lat. c/ outro veíc. mov.
"Évora 2007:04:06 17:30:00 0 1 R SRA AJUDA",,Col. lat. c/ outro veíc. mov.
"Évora 2007:04:14 23:17:00 0 1 LG SR POBREZA",,Atropelamento peões
"Évora 2007:06:20 12:30:00 0 1 TV PEIXE",,Atropelamento peões
"Évora 2007:07:21 23:20:00 0 1 AV BATALHA SALVADO/AV ARQTORRALTA",,Colisão frontal
"Évora 2007:08:05 14:10:00 0 1 EM1090",,Despiste c/ col c/ veíc. imob/obst.
"Évora 2007:11:10 17:00:00 1 1 VAR-SUL",,Despiste simples
"Évora 2007:11:25 00:30:00 0 1 EM526",,Despiste simples
"Évora 2007:12:14 13:00:00 0 1 Estrada Municipal",,Despiste c/ col c/ veíc. imob/obst.
Montemor-o-Novo 2007:12:01 19:00:00 0 1 A6,"28,300",Colisão com outras situações
Montemor-o-Novo 2007:12:14 17:00:00 0 2 EN4,"68,951",Colisão com outras situações
Montemor-o-Novo 2007:08:22 18:24:00 0 1 EN4,"73,400",Despiste c/ col c/ veíc. imob/obst.
Montemor-o-Novo 2007:10:27 18:24:00 0 1 EN4,"93,323",Col. lat. c/ outro veíc. mov.
Montemor-o-Novo 2007:06:29 18:10:00 0 1 EN114,"164,820",Despiste simples
Montemor-o-Novo 2007:02:11 22:50:00 1 1 EN114,"166,210",Colisão frontal
Montemor-o-Novo 2007:10:07 02:00:00 0 1 EN114,"166,788",Despiste c/ col c/ veíc. imob/obst.
Montemor-o-Novo 2007:03:17 20:35:00 0 1 EN114,"171,870",Atropelamento peões
Montemor-o-Novo,2007:11:18 15:15:00,0,1,ER2,"531,750",Despiste c/ col c/ veíc. imob/obst.
Montemor-o-Novo,2007:02:12 18:50:00,0,1,R JANELINHA,,Colisão frontal
Montemor-o-Novo,2007:03:15 20:45:00,0,1,R JOÃO LUIS R,,Atropelamento peões
Montemor-o-Novo,2007:03:28 00:40:00,0,1,EM537,,Despiste simples
Montemor-o-Novo,2007:11:01 18:55:00,0,1,AV GAGO COUTINHO,,Atropelamento peões
"",,,,,,,
"",,,,,,,
Concelho,Datahora,M*,FG*,,Via,km,Natureza
Montemor-o-Novo,2007:11:05 15:30:00,0,1,R LISBOA,,,Atropelamento peões
Mora,2007:05:02 15:30:00,0,1,EN251,,"66,300",Colisão frontal
Mora,2007:12:19 19:15:00,0,1,EN251,,"71,400",Despiste c/ col c/ veíc. imob/obst.
Mora,2007:10:26 14:25:00,0,1,EN251,,"74,500",Despiste simples
Mourão,2007:03:19 09:30:00,0,1,EM1140,,"0,500",Atropelamento peões
Mourão,2007:09:21 18:55:00,1,0,EM385,,"2,700",Col. c/ veíc./obst. f. rodagem
Mourão,2007:02:18 05:45:00,0,1,Estrada Municipal,,,Despiste s/ disp. retenção
Mourão,2007:08:28 04:15:00,0,1,EM518,,,Despiste simples
Portel,2007:11:02 20:10:00,0,1,ER255,,"82,150",Despiste simples
Portel,2007:11:09 14:25:00,0,2,IP2,,"296,500",Colisão frontal
Portel,2007:06:29 13:00:00,0,1,ER384,,,Despiste com capotamento
Portel,2007:08:08 18:10:00,0,1,Estrada Municipal,,,Despiste simples
Portel,2007:08:09 18:10:00,0,1,Estrada Municipal,,,Despiste simples
Redondo,2007:04:12 17:05:00,1,3,EM512,,"1,100",Colisão frontal
Redondo,2007:11:19 18:28:00,0,1,EN373,,"70,187",Colisão frontal
Redondo,2007:04:15 14:35:00,0,1,R PRINCIPAL STA SUSANA,,,Despiste simples
Redondo,2007:07:14 16:04:00,0,1,Estrada Municipal,,,Despiste simples
Reg. de Monsaraz,2007:04:30 02:50:00,2,0,EN256,,"18,277",Despiste c/ col c/ veíc. imob/obst.
Reg. de Monsaraz,2007:07:14 18:00:00,1,0,EN255,,"23,520",Despiste com capotamento
Reg. de Monsaraz,2007:11:29 06:45:00,0,2,EN256,,"24,650",Colisão frontal
Reg. de Monsaraz,2007:01:02 08:40:00,0,1,EM255,,"56,300",Col. lat. c/ outro veíc. mov.
Reg. de Monsaraz,2007:08:07 23:33:00,0,1,R JOÃO DEUS,,,Despiste simples
Reg. de Monsaraz,2007:11:23 07:55:00,1,0,Estrada Municipal,,,Col. tras. c/ outro veíc. mov.
Vendas Novas,2007:12:16 17:55:00,1,0,A6,,"4,300",Atropelamento peões
Vendas Novas,2007:05:18 18:25:00,0,1,EN4,,"58,400",Atropelamento peões
Vendas Novas,2007:11:18 05:38:00,1,0,R BOAVISTA,,,Atropelamento peões
Viana do Alentejo,2007:06:11 05:15:00,0,1,EN257,,"3,500",Despiste com capotamento
Viana do Alentejo,2007:07:02 17:50:00,1,0,EN257,,"10,238",Despiste simples
Viana do Alentejo,2007:03:01 22:00:00,0,1,EN257,"12,900",Despiste simples
Viana do Alentejo,2007:03:06 22:30:00,1,1,EN257,"16,000",Despiste com capotamento
Viana do Alentejo,2007:07:08 12:40:00,0,1,EN380,"28,000",Despiste com capotamento
Vila Viçosa,2007:05:09 17:00:00,1,0,EN255,"9,000",Col. lat. c/ outro veíc. mov.
"",,20,76,,,
