"",Concelho,Datahora,M,FG,,Via,Km,Natureza
Figueira da Foz,,12-08-2011 03:50,0,1,Estrada de Coimbr...,,-,Colisão frontal
Figueira da Foz,,23-11-2011 10:50,0,2,Estrada de Coimbr...,,-,Colisão lateral com outro veículo em mov...
Figueira da Foz,,07-05-2011 16:30,0,1,IC1,,"129,500",Colisão lateral com outro veículo em mov...
Figueira da Foz,,17-03-2011 16:00,0,1,IC1,,"134,300",Colisão lateral com outro veículo em mov...
Figueira da Foz,,29-03-2011 06:30,1,0,IC1,,"134,700",Colisão lateral com outro veículo em mov...
Figueira da Foz,,28-07-2011 03:20,0,1,R DA CARIDADE 13,,-,Colisão com veiculo ou obstáculo na faix...
Figueira da Foz,,29-07-2011 18:00,0,1,R DA FONTE DO C...,,-,Colisão lateral com outro veículo em mov...
"",,-,-,-,-,,-,-
Figueira da Foz,25-05-2011 17:00,0,1,R DAS CAVADAS,-,Colisão frontal,
Figueira da Foz,20-05-2011 23:30,1,0,R DAS SEMINHAS,-,Despiste com capotamento,
Figueira da Foz,30-04-2011 17:20,0,1,R DO ATNEU 39,-,Atropelamento de peões,
Figueira da Foz,09-05-2011 17:50,0,1,R DO CABECINHO,-,Colisão frontal,
Figueira da Foz,09-10-2011 12:35,0,1,R DO CABECINHO,-,Despiste simples,
Figueira da Foz,12-07-2011 14:23,0,1,R DO PINHAL,-,Colisão frontal,
Figueira da Foz,02-09-2011 09:05,0,1,R DR LOPES GUIM...,-,Despiste com colisão com veículo imobil. ...,
Figueira da Foz,23-10-2011 21:35,0,1,Rua Augusto Seco .,-,Despiste com fuga,
Figueira da Foz,18-06-2011 23:30,1,0,Rua da Vidreira .,-,Despiste com capotamento,
Figueira da Foz,17-05-2011 14:10,0,1,Rua das Olaias (S. ...,-,Colisão frontal,
Gois,01-03-2011 09:20,1,0,AV S JOAO BATISTA,-,Atropelamento de peões,
Gois,30-12-2011 08:05,0,1,EN2,"268,000",Despiste com capotamento,
Gois,19-08-2011 20:15,0,2,EN2,"268,530",Despiste simples,
Gois,22-05-2011 22:30,1,0,EN2,"274,100",Despiste simples,
Lousa,02-10-2011 10:25,0,1,AV DO BRASIL,-,Colisão lateral com outro veículo em mov...,
Lousa,30-08-2011 16:20,1,0,R D MANUEL I,-,Colisão frontal,
Lousa,07-10-2011 23:49,0,2,R FLOR DA ROSA,-,Despiste com capotamento,
Mira,22-03-2011 19:45,1,0,EN109,"81,050",Atropelamento de peões,
Mira,12-06-2011 00:55,0,1,EN109,"82,100",Despiste simples,
Mira,18-04-2011 19:15,1,0,EN109,"84,300",Colisão lateral com outro veículo em mov...,
Miranda do Corvo,08-10-2011 23:20,1,0,EN17,"13,550",Colisão frontal,
Miranda do Corvo,16-08-2011 18:45,0,1,R DA LOMBA,-,Colisão frontal,
Montemor-o-Velho,26-11-2011 16:43,1,2,A14,"25,200",Despiste com transposição do dispositivo...,
Montemor-o-Velho,17-06-2011 09:20,0,1,EM579-2,-,Despiste com colisão com veículo imobil. ...,
Montemor-o-Velho,25-11-2011 16:58,1,1,EM581,-,Despiste simples,
Montemor-o-Velho,02-05-2011 00:45,0,1,R CENTRO CULTU...,-,Despiste com colisão com veículo imobil. ...,
Montemor-o-Velho,20-03-2011 18:00,0,1,R CLUBE DESPORT...,-,Despiste simples,
Oliveira do Hospital,16-10-2011 17:00,0,2,EM506,-,Despiste com capotamento,
Oliveira do Hospital,25-03-2011 15:05,0,1,EN17,"76,000",Despiste com capotamento,
Oliveira do Hospital,07-12-2011 17:35,1,0,EN17,"78,400",Colisão frontal,
Oliveira do Hospital,18-09-2011 20:00,0,1,LG RIBEIRO AMAR...,-,Despiste simples,
Oliveira do Hospital,30-04-2011 11:11,0,1,R ANTONIO AFON...,-,Despiste com dispositivo de retenção,
Oliveira do Hospital,24-08-2011 02:05,1,0,R DO AMEAL,-,Despiste com colisão com veículo imobil. ...,
Penacova,13-05-2011 15:30,0,1,EM1277,-,Despiste simples,
Penacova,27-02-2011 18:00,0,1,EN2,"236,400",Colisão traseira com outro veículo em m...,
Penacova,20-09-2011 08:50,0,1,EN2,"238,600",Colisão frontal,
Penacova,23-10-2011 17:30,1,2,IC6,"3,300",Colisão lateral com outro veículo em mov...,
Penacova,29-09-2011 16:35,1,1,IP3,"61,638",Despiste com colisão com veículo imobil. ...,
Penacova,22-08-2011 09:45,0,1,PARQUE DE ESTAC...,-,Despiste simples,
Penela,02-03-2011 08:30,0,1,EM1201,-,Atropelamento de peões,
Penela,24-04-2011 16:00,1,0,EM560,-,Despiste simples,
Penela,01-04-2011 21:30,0,1,EM563,-,Colisão lateral com outro veículo em mov...,
Penela,07-10-2011 13:45,0,1,EN347,-,Colisão frontal,
Penela,26-03-2011 10:25,0,1,IC3,"9,400",Colisão com outras situações,
Penela,04-09-2011 07:20,0,1,IC3,"20,800",Despiste com capotamento,
Penela,17-02-2011 16:10,0,1,IC3,"26,000",Colisão traseira com outro veículo em m...,
Soure,01-04-2011 07:45,2,0,-,-,Despiste sem dispositivo de retenção,
Soure,09-08-2011 18:00,0,1,A1,"167,875",Colisão traseira com outro veículo em m...,
Soure,23-07-2011 13:20,1,0,A1,"171,700",Despiste com capotamento,
Soure,12-12-2011 17:00,0,1,EM1113,-,Despiste simples,
Soure,07-03-2011 21:45,1,0,EN342-1,"4,320",Colisão lateral com outro veículo em mov...,
Soure,30-08-2011 09:10,0,1,EN342-1,"8,100",Colisão lateral com outro veículo em mov...,
Soure,08-02-2011 15:23,0,1,R DAS AREIAS,-,Atropelamento de peões,
Soure,22-03-2011 17:20,1,0,R QUINTA DO SEM...,-,Colisão frontal,
Tabua,09-04-2011 04:00,0,1,EN337,"7,000",Despiste com capotamento,
Tabua,21-08-2011 13:20,1,0,EN342-4,"7,400",Despiste simples,
Tabua,04-04-2011 14:30,0,1,LARGO SR DOS MI...,-,Colisão lateral com outro veículo em mov...,
Tabua,20-08-2011 08:00,1,0,R PROF JOSE OLIV...,-,Atropelamento de peões,
Vila Nova de Poiares,21-04-2011 23:15,0,1,EN2,-,Despiste com capotamento,
"",-,-,-,-,-,-,
